_id,APPLICATION_DATE,COMPLETED_DATE,DESCRIPTION,GREEN_ROOF_AREA,GREEN_ROOF_VARIATION_AREA,ISSUED_DATE,PERMIT_NUM,PERMIT_TYPE,POSTAL,REVISION_NUM,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,STRUCTURE_TYPE
49283,2019-10-17,,"Proposal to construct a new 18-storey mixed-use building containing a total of 419 square metres of retail/commercial space on the ground and basement levels and 125 residential units above, and a below grade parking garage. See also 16 155587 SA.",82.7,,2021-02-16,19 237498,New Building,M5V,0,Inspection,W,RICHMOND,452,ST,Mixed Use/Res w Non Res
49284,2019-10-22,,Proposal to construct a 22-storey non-residential building containing offices with 2 below grade levels (no parking).,836,444.0,2021-04-29,19 239718,New Building,M5G,0,Inspection, ,ELIZABETH,175,ST,Office
49285,2019-10-24,,Proposal to construct a new 7 storey office building containing retail at grade and 1 level underground.,460,0.0,,19 240547,New Building,   ,0,Under Review ,W,QUEEN,375,ST,Office
49286,2019-10-28,,Proposal to construct a new 4 storey residential apartment building complete with two levels of underground parking and rooftop terrace. The proposal involves the retention and conversion existing designated heritage building (church and school building) for its use as part of the new residential apartment building,263,0.0,2022-02-09,19 241854,New Building,M6P,0,Inspection, ,HIGH PARK,248,AVE,Apartment Building
49287,2019-10-28,,Construction of the Finch West Station - end terminal of the FWLRT,160.91,,,19 242126,New Building,M3J,0,Response Received, ,KEELE,3933,ST,"Transit Station,Subway, Bus Terminal"
49288,2019-11-05,,"Proposal to construct a 33 storey multiple use building with hotel use on floors 1 - 15(240 Suites) and 179  Rental residential dwelling units on floors 16-32, and 4 levels of below grade parking.",0,87.48,2021-06-04,19 245615,New Building,M5B,0,Inspection, ,JARVIS,203,ST,Mixed Use/Res w Non Res
49289,2019-11-07,,"8 storey (plus mechanical penthouse) mixed use building containing 27 Purpose Built Rental Dwelling Units, retail at grade, green roof and one level of basement.",40.45,,2022-06-29,19 246402,New Building,M6E,0,Inspection,W,EGLINTON,1924,AVE,Mixed Use/Res w Non Res
49290,2019-11-12,,"Revised Block A drawings - A total of 50 2-storey units within 5 blocks with total GFA of 11,719 square metres.  Block A only has undergroung parking.  Block A GFA is 3,594.47 square metres with 8 units

<<The proposed development consists of 58 2-storey manufacturing, warehousing, and wholesaling (less than 10,000 sm on the lot) units within 5 blocks with a total GFA of 11,694 square meters. A vehicular entrance is proposed on the south east side of the site with ingress and egress from Jutland Road. Block A consists of 16 units with a GFA of 3,570 sm.>>",1722.64,337.52,2023-02-02,19 247847,New Building,M8Z,0,Permit Issued, ,JUTLAND,66,RD,Industrial
49291,2019-11-12,,"The proposed development consists of 58 2-storey manufacturing, warehousing and wholesaling (less than 10,000 sm on the lot) units within 5 blocks with a total GFA of 11,694 square meters. A vehicular entrance is proposed on the south east side of the site with ingress and egress from Jutland Road. Block B consists of 9 units with a GFA of 1,500 sm.",712.8,0.0,2020-07-10,19 247862,New Building,M8Z,0,Inspection, ,JUTLAND,66,RD,Industrial
49292,2019-11-12,,"The proposed development consists of 58 2-storey manufacturing, warehousing and wholesaling (less than 10,000 sm on the lot) units within 5 blocks with a total GFA of 11,694 square meters. A vehicular entrance is proposed on the south east side of the site with ingress and egress from Jutland Road. Block C consists of 7 units with a GFA of 1,334 sm.",633.6,0.0,2020-07-10,19 247871,New Building,M8Z,0,Inspection, ,JUTLAND,66,RD,Industrial
49293,2019-11-12,,"The proposed development consists of 58 2-storey manufacturing, warehousing and wholesaling (less than 10,000 sm on the lot) units within 5 blocks with a total GFA of 11,694 square meters. A vehicular entrance is proposed on the south east side of the site with ingress and egress from Jutland Road. Block D consists of 9 units with a GFA of 1,500 sm.",712.80,0.0,2020-07-10,19 247873,New Building,M8Z,0,Inspection, ,JUTLAND,66,RD,Industrial
49294,2019-11-12,,"The proposed development consists of 58 2-storey manufacturing, warehousing and wholesaling (less than 10,000 sm on the lot) units within 5 blocks with a total GFA of 11,694 square meters. A vehicular entrance is proposed on the south east side of the site with ingress and egress from Jutland Road. Block E consists of 17 units with a GFA of 3,792 sm.",1830.31,0.0,2020-07-10,19 247884,New Building,M8Z,0,Inspection, ,JUTLAND,66,RD,Industrial
49295,2019-11-15,,"Proposal to construct 2, 39 storey residential towers with a daycare at grade and 4 levels of below grade parking.",1050.5,0.0,,19 249558,New Building,M4P,0,Examiner's Notice Sent, ,BROADWAY,65,AVE,Mixed Use/Res w Non Res
49296,2019-11-19,,"Proposal to construct a new 22 storey mixed use rental building with 340 dwelling units and retail at grade. Convenience address is 370 Queens Quay W. Scope of work includes a 21 storey addition with interior alterations to 350 Queens Quay W, ground and 2nd floor retail additions to 350 + 390 Queens Quay W and proposed at 396 Queens Quay W is an addition to floors 3-5 in the parking garage.",431,,2021-05-07,19 251115,New Building,M5V,0,Inspection,W,QUEENS QUAY,350, ,Mixed Use/Res w Non Res
49297,2019-11-22,,Construct a 44 storey purpose built rental residential building with 479 dwelling units and 6 levels of underground parking levels -PHASE 2 BUILDING B,169,0.0,,19 252596,New Building,M2J,0,Under Review ,E,SHEPPARD,2135,AVE,Apartment Building
49298,2019-11-27,,"Construction of two mixed use buildings with a shared u/g parking garage. Building A, 12 storey - 429 units and shared u/g parking has 415 stalls for both buildings. Building B under separate permit 19-254476 BLD 00 NB",2815,,2023-01-19,19 254279,New Building,M3H,0,Permit Issued, ,WILSON,470,AVE,Mixed Use/Res w Non Res
49299,2019-11-27,,"Construction of mixed use building with a (shared u/g parking garage under Building A 19-254279) Building B, 12 storey - 160 units ",369.02,,2022-11-01,19 254476,New Building,M3H,0,Inspection, ,WILSON,470,AVE,Mixed Use/Res w Non Res
49300,2019-12-02,,A new 4 storey place of worship for the Salvation Army - ,131,0.0,,19 256079,New Building,M4P,0,Under Review ,E,EGLINTON,7,AVE,Place of Worship
49301,2019-12-02,,Proposal to demolish the existing 10 storey mixed use building and construct a new 62 storey mixed use building with 669 dwelling units and 4 levels of underground parking.,156,0.0,,19 256342,New Building,M4W,0,Under Review , ,YORKVILLE,11,AVE,Mixed Use/Res w Non Res
49302,2019-12-05,,Proposed construction of 28-storey residential condominium with 212 units and three levels of underground parking (Building C). ,1386,0.0,2021-11-15,19 257605,New Building,   ,0,Inspection, ,EVA,10,RD,Apartment Building
49303,2019-12-10,,Proposal to construct a 27 storey mixed use building with residential above and office and retail at grade with 2 levels of below grade parking.,634.1,,,19 259425,New Building,M4C,0,Under Review , ,MAIN,276,ST,Mixed Use/Res w Non Res
49304,2019-12-11,,"Proposal for the construction of a new eleven storey 153 residential units mixed-use condominium building with two levels of underground garage., PB # 19 189079",257,0.0,2022-02-17,19 259971,New Building,   ,0,Inspection,W,ST CLAIR,1808,AVE,Mixed Use/Res w Non Res
49305,2019-12-12,,"Proposal to construct a new 17-storey mixed use building with 390 residential dwelling units, ground floor retail and 2 levels of below grade parking. See also 19 240440 SA.",797.6,0.0,2023-02-06,19 260585,New Building,M6C,0,Inspection,W,EGLINTON,875,AVE,Mixed Use/Res w Non Res
49306,2019-12-16,,"Proposal to construct a 6 storey concrete condo with 76 residential units, 1 level of below grade parking, and commercial at grade.",249,0.0,,19 261538,New Building,M4L,0,Under Review ,E,QUEEN,1285,ST,Mixed Use/Res w Non Res
49307,2019-12-17,,Proposal to construct a 37 storey  condominium residential tower  with 580 units including  4 levels of  parking,421,0.0,2021-10-04,19 262243,New Building,M5A,0,Inspection, ,DEFRIES,5,ST,Apartment Building
49308,2019-12-17,,"Proposal to construct 2 mixed use towers (28 & 29 storeys) with retail at grade, 543  rental residential dwelling units, and 4 levels of underground parking.( Phase 2A)
    PB folder # 18-209049",952,103.0,,19 262244,New Building,   ,0,Under Review ,E,QUEEN,88,ST,Mixed Use/Res w Non Res
49309,2019-12-19,,"Proposal to construct a new 14-storey mixed use building with 116 residential units, retail at grade, rooftop amenity terrace and 3 levels of underground parking.",108.7,0.0,,19 263364,New Building,M5V,0,Under Review ,W,ADELAIDE,502,ST,Mixed Use/Res w Non Res
49310,2019-12-20,,"Construction of a 8 storey, 114 unit residentail apartment building, with 2 levels of underground parking and a mechanical penthouse above.  The proposal includes the provision of 12 rental replacement dwelling units on the lot in accordance with Chapter 667 of the TMC. ",259.1,0.0,2022-04-28,19 263615,New Building,M8X,0,Permit Issued,W,DUNDAS,4125,ST,Apartment Building
49311,2019-12-20,,Proposed new place of worship.,933.80,,2020-06-05,19 263816,New Building,M1X,0,Permit Issued, ,MARKHAM,3270 X,RD,Place of Worship
49312,2019-12-23,,Three storey plus basement mental health wing addition to the existing hospital - Brain Sciences Building - Sunnybrook Hospital,1083,0.0,2020-12-02,19 264412,Building Additions/Alterations,M4N,0,Inspection, ,BAYVIEW,2075,AVE,Hospital
49313,2019-12-24,,Proposal to construct a new 11-storey mass timber commercial shell building consisting of retail and office space and 1 level of below grade parking. See also 19 166175 SA and 19 150932 AS. Building C2,1518,0.0,2021-12-22,19 264650,New Building,M5A,0,Inspection,E,QUEENS QUAY,261, ,Multiple Use/Non Residential
49314,2019-12-24,,Proposed construction of a new 12 storey mixed use condominium building complete with 269 dwelling units and commercial retail at grade atop a 2 level below grade parking facility.,631.374,23.374000000000002,2022-08-16,19 264722,New Building,   ,0,Inspection,W,ST CLAIR,1779,AVE,Mixed Use/Res w Non Res
49315,2020-01-17,,Proposal to construct a 50 storey office and retail building with 5 levels below grade parking 271 spaces and  528 bicycle parking; L02 connection to Metrolinx rail platform #3;  Pedestrian bridge connections to union station and 1 Esplanade at L02 (City of Toronto Path System; Overbuild Sky park at  L04),2128,612.0,,20 105721,New Building,M5J,0,Examiner's Notice Sent, ,BAY,141,ST,Multiple Use/Non Residential
49316,2020-01-17,,"Proposal to construct a 39 storey mixed use building with 6 storey podium, 4 levels of underground parking, and 425 dwelling units.",368.0,0.0,,20 105800,New Building,M6K,0,Under Review , ,STRACHAN,45,AVE,Mixed Use/Res w Non Res
49317,2020-01-23,,"Proposal to construct a new 15 storey building with office and institutional uses (classrooms), 1 level of below grade parking and 2 levels of mechanical penthouse.
See also 19 -147031 STE 11 SA, 19 160851 DEM, and 19 171637 BLD.",561.64,,2021-05-14,20 107981,New Building,M5G,0,Inspection, ,COLLEGE,112,ST,Multiple Use/Non Residential
49318,2020-01-30,,"Proposal to construct a new 4 storey secondary school with 1 level of below grade parking. ""Bloor Collegiate""",0,1632.8,2021-12-08,20 110509,New Building,M6H,0,Inspection, ,CROATIA,90,ST,Secondary School
49319,2020-02-03,2021-11-05,Proposal to demolish existing 2 storey dwelling and construct a new 3 storey dwelling. ,86,,2020-05-25,20 111626,New Houses,M4K,0,Closed, ,CARLAW,603,AVE,SFD - Detached
49320,2020-02-07,,"Proposal to construct a 48 storey mixed use building consisting of 419 residential units, retail space at grade, rooftop amenity terrace and 6 levels of below grade parking.
PB # 19-146774

arch 1-53
mech 54-115
electrical 116-159
sprinkler 160-196",139,0.0,,20 113652,New Building,M9N,0,Refusal Notice, ,CHURCH,89,ST,Mixed Use/Res w Non Res
49321,2020-02-18,2021-05-27,"Proposal to demolish the existing single family home and garage, construct a new three-storey single family dwelling.  Separate permit for rear two-storey ancillary building with a garage on the ground floor and laneway suite above.",25,,2020-04-16,20 116395,New Houses,M4K,0,Closed, ,GOUGH,81,AVE,SFD - Detached
49322,2020-02-20,,"Proposal to construct a three-storey mixed-use building containing assembly (Estonian Centre) and office uses, which attaches to, retains, and re-uses the existing three-storey commercial building at 11 Madison Avenue.",412.79,0.0,,20 117552,Building Additions/Alterations,M5R,0,Under Review , ,MADISON,9,AVE,Multiple Use/Non Residential
49323,2020-10-26,2021-11-12,"REV 01: Revision to permit to change the foundation, add a green roof and interior layout changes.

Proposal to demolish existing detached garage and to construct a new ancillary building containing a laneway suite.",7.08,,2020-11-27,20 128430,Small Residential Projects,M6R,1,Closed, ,PEARSON,135,AVE,Laneway / Rear Yard Suite
49324,2020-04-20,,"New 15-storey TCHC rental apartment building 213 dwelling units, 1 level of below-grade parking.
Block 16N.  Pending address 175 Oak Street.  Part of Phase 3 Regent Park Revitalization",1745,81.0,,20 135510,New Building,   ,0,Issuance Pending,E,DUNDAS,620,ST,Mixed Use/Res w Non Res
49325,2020-05-01,,Proposal for 2 storey rear addition and interior alterations and addition to existing garage at rear.,15.75,,2020-06-12,20 141287,Small Residential Projects,M4E,0,Inspection, ,GLEN OAK,6,DR,SFD - Detached
49326,2020-09-24,2022-10-12,"Rev 01: Changes related to first-floor height and the ceiling height of all the floors.
Proposal to demolish existing dwelling and construct a new 2 storey single family dwelling with attached garage.",64.75,,2020-10-09,20 141310,New Houses,M8Z,1,Closed, ,YORKVIEW,108,DR,SFD - Detached
49327,2020-05-08,,"Proposal to construct a 42-storey mixed use building consisting of 147 residential units, 4 levels of below grade parking and ground floor commercial/retail space.",294,0.0,,20 143885,New Building,M5R,0,Examiner's Notice Sent, ,SCOLLARD,50,ST,Mixed Use/Res w Non Res
49328,2020-05-11,,"Proposal to construct a new 95 storey condo with 840 residential units, 6 levels of below grade parking, and commercial at grade.  1-7 Yonge St.",205,0.0,,20 144330,New Building,   ,0,Under Review , ,YONGE,7,ST,Mixed Use/Res w Non Res
49329,2020-05-12,,"To construct 10-storey retirement residence consisting of 134 residential units, one level of U/G parking garage - Don Mills Retirement Residence",667.23,,2021-04-09,20 144610,New Building,M3C,0,Inspection, ,DON MILLS,905,RD,Home for the Aged
49330,2020-05-20,2020-10-07,"Proposal for interior alterations, a new 3rd and 4th floor addition to existing building. ",423.6,0.0,,20 146854,Building Additions/Alterations,M6K,0,Cancelled,W,QUEEN,1266,ST,Office
49331,2020-09-25,,"Rev 01: Proposal to alter the existing dwelling by construction a 1-storey rear addition, to revise the extend of rear addition and include a powder room. 
Proposal to alter the existing dwelling by construction a 1-storey rear addition.",6.3,,2020-10-07,20 147160,Small Residential Projects,M4E,1,Revision Issued, ,SPRUCE HILL,17,RD,SFD - Detached
49332,2020-05-25,,"Phase 5A and 5B: Proposal to build a new one storey medium hazard industrial building (group F2) for communications and broadcasting establishment. 
A single story building, comprised of 2 sound stages for media production and amenity spaces
(washrooms and various rooms that support the sound stages). Building construction will consist of
poured concrete foundations, steel superstructure, precast concrete walls for sound stages, insulated
metal panels walls for amenity area. All areas of the building will be fully sprinklered and with a multi
zone hvac system. The entire building pad will have an under-slab vapor intrusion protection system.",3671,,2020-08-11,20 148505,New Building,M4M,0,Inspection, ,COMMISSIONERS,101,ST,Industrial Warehouse/Hazardous Building
49333,2020-05-27,2020-12-02,"Demolish existing detached garage, and construct a new Detached Garage (with a Green Roof) at the Rear Yard to an Existing SFD Semi-Detached House. ",37,,2020-06-10,20 149555,Small Residential Projects,M4S,0,Closed, ,MILLWOOD,571,RD,SFD - Semi-Detached
49334,2020-06-01,,"Proposal to construct a 6 storey mixed-use building with 47 dwelling units, retail at grade, and 1 level of below grade parking.",89,0.0,,20 150855,New Building,M4M,0,Examiner's Notice Sent,E,QUEEN,1151,ST,Mixed Use/Res w Non Res
49335,2020-06-05,,"Proposal to construct a new single storey garage for zamboni storage, with a green roof. -PF&R Capital Works Project for Dufferin Grove Park",54.47,0.0,2020-08-17,20 152672,New Building,M6H,0,Inspection, ,DUFFERIN,875,ST,Other
49336,2020-06-09,,Proposal to construct a five-storey seniors residential building containing 104 residential units and commercial use(s) on the ground floor.,261,0.0,2021-03-09,20 154001,New Building,M6M,0,Inspection, ,BUTTONWOOD,2,AVE,Home for the Aged
49337,2020-06-09,,"Proposed underpinning and renovation of basement; new basement entrance at front yard; replacement of existing attached garage with new, including roof deck; some renovation at ground floor and second floor rear. New basement unit. **** See CofA Decision ****",12.5,,2020-11-24,20 154037,Small Residential Projects,M6J,0,Inspection, ,DOVERCOURT,302,RD,2 Unit - Townhouse
49338,2020-06-19,,Proposed to construct a detached garage with a green roof,22,,2020-07-03,20 158122,Small Residential Projects,M4L,0,Permit Issued, ,ALTON,25,AVE,SFD - Semi-Detached
49339,2020-06-23,,"Proposal to construct a 5 storey long term care facility with 2 levels of underground parking, complete with building components such as plumbing, electrical, hvac, site servicing and shoring.","1,353.0",,2022-04-26,20 159081,New Building,M6S,0,Inspection, ,RUNNYMEDE,625,RD,Nursing Home Facility
49340,2020-06-29,,"Three storey office building with a mechanical penthouse and a one storey below grade parking.  The above grade levels will consist of office space and a meeting room, the below grade level will consist of car parking, office space and subsidiary storage and service spaces. Mass Timber Construction",200,,2022-11-10,20 161333,New Building,M4A,0,Inspection, ,MOBILE,60,DR,Office
49341,2020-06-30,,"Proposed construction of 9 storey building with 173 residential units, with 3 storeys below grade",758.0,0.0,,20 161849,New Building,M5M,0,Examiner's Notice Sent,W,LAWRENCE,250,AVE,Apartment Building
49342,2020-07-02,,Proposal to construct a new 9 storey above grade student residence with partial basement for University of Toronto students.,1407,0.0,2021-07-28,20 162564,New Building,M1C,0,Inspection, ,ELLESMERE,3300,RD,Student Residence
49343,2020-07-08,,Proposal to construct a new 15 storey high rise 126 unit  affordable housing apartment with 2 levels of parking below grade. Indoor and outdoor amenity spaces provided on the ground floor and rooftop. ,103.25,0.0,2022-08-04,20 164735,New Building,M9N,0,Permit Issued, ,WESTON,2346,RD,Apartment Building
49344,2020-07-23,,Proposal to construct a new 35 storey residential condominium building (plus 2 stories of mechanical penthouse) complete with 459 dwelling units at top a 5 level below grade parking facility. ,809,0.0,2021-10-29,20 171510,New Building,M8Z,0,Inspection, ,ZORRA,30,ST,Apartment Building
49345,2020-07-24,,"Tower B consists of 5 levels of underground parking and a 24-storey tower above, inclusive of an 11-storey podium, containing 441 dwelling units of which 150 will be 'affordable' dwelling units","1,206.49",379.81,,20 172112,New Building,M6H,0,Under Review , ,DUPONT,1245,ST,Mixed Use/Res w Non Res
49346,2020-07-24,,"Construction of 29-storey Tower A, inclusive of an 11-storey podium.
FOR FIRE SERVICE PLEASE REFER TO PERMIT 20-172112 BLD.
Refer to standalone shoring permit 19 242672","1,206.49",0.0,,20 172217,New Building,M6H,0,Examiner's Notice Sent, ,DUPONT,1245,ST,Mixed Use/Res w Non Res
49347,2020-07-24,,"Proposal to construct a new 39 storey residential condominium with 250 dwelling units and 5 levels of underground parking garage. 
TOWER A - Convenience address is 1087 -1095 Leslie Street.",659,0.0,2022-05-09,20 172327,New Building,   ,0,Permit Issued, ,LESLIE,1095,ST,Mixed Use/Res w Non Res
49348,2020-07-30,,Proposed 1-storey addition the south side of the existing industrial food distribution center building for Bondi Produce.,4017,0.0,2021-07-19,20 174776,Building Additions/Alterations,   ,0,Inspection, ,NEW TORONTO,188,ST,Industrial
49349,2020-07-31,,"Proposal to construct a new 51 storey Mixed Use Building, with 577 condominium residential Units, 6 levels of below grade parking, commercial at grade and office on levels 2-6. ( Phase 2B)
PB # 18-209049",632,0.0,,20 175294,New Building,   ,0,Response Received,E,QUEEN,88,ST,Mixed Use/Res w Non Res
49350,2020-08-07,,"Proposal to construct a 38-storey residential building with 336 rental units of which  attached to an existing 10-storey residential building, proposal will have 2 levels of below grade parking.",182,0.0,2022-12-23,20 177523,New Building,M4P,0,Permit Issued, ,BROADWAY,75,AVE,Apartment Building
49351,2020-08-10,,"Proposal to construct a new 53 storey mixed use building with 501 residential units, 5 levels of underground parking, retail shell on the ground floor and restoration of the existing heritage dwelling.
See also 19 130379 SA. ( BLOCK 1)",65.8,6.74,,20 178544,New Building,M4X,0,Examiner's Notice Sent, ,SHERBOURNE,611,ST,Mixed Use/Res w Non Res
49352,2020-08-18,,Proposal to construct a new 2 storey (with basement) elementary school.  See also 17 279614 ZPR and 18 250373 SA.,404,0.0,,20 182304,New Building,M6G,0,Examiner's Notice Sent, ,BARTON,270,AVE,Elementary School
49353,2020-08-18,2021-12-07,Proposed to install a green roof to the existing Single Family Dwelling. ,11,,2021-04-16,20 182384,Small Residential Projects,M4J,0,Closed, ,HUNTER,58,ST,SFD - Semi-Detached
49354,2020-08-18,,Proposal to construct a new 6 storey residential apartment building with two underground levels.,70,274.0,,20 182493,New Building,M4V,0,Under Review , ,CLARENDON,77,AVE,Apartment Building
49355,2020-08-20,,"Proposal  to construct an 8-storey mixed use building consisting of 99 residential units with a residential gross floor area of 11,487.98m2, commercial gross floor area of 164.07m2 at grade and 85 parking spaces in 2 levels of underground garage..",495.2,,2023-01-25,20 183171,New Building,M6E,0,Inspection, ,DUFFERIN,2433,ST,Mixed Use/Res w Non Res
49356,2020-08-24,,"Proposal to construct a new eight storey student residence consisting of 17,387 square meters, 274 residential units, 681 square meters of grade-related retail.",1140.74,0.0,2021-09-17,20 184518,New Building,   ,0,Inspection, ,THE POND,85,RD,Student Residence
49357,2020-08-24,,"Proposal to construct a new eight storey student residence consisting of 9602 square meters, 149 residential units and 540 square meters of related retail at grade. No basement.
Related STS 20-185036 STS 00 CP",367.24,0.0,2021-09-16,20 184568,New Building,   ,0,Inspection, ,HAYNES,115,AVE,Student Residence
49358,2020-08-25,,"32 storey residential apartment building containing 308 dwelling units, a 39 storey residential apartment building containing 379 dwelling units, three levels of underground parking, amenity areas, and a 3 level podium connecting the two towers - Crosstown Block 12 - Phase 1 towers 1 and 2",553.56,0.0,,20 185292,New Building,M3C,0,Examiner's Notice Sent,E,EGLINTON,1150,AVE,Apartment Building
49359,2020-08-28,,Construction of a 23-storey mixed-use student residence building with retail at grade. No underground parking . Portions of existing heritage building at 698 Spadina Avenue to be retained and restored. ,723,0.0,,20 187227,New Building,M5S,0,Under Review , ,SPADINA,700,AVE,Student Residence
49360,2020-09-01,,"Proposal to construct a new 39 storey mixed-use building with 484 residential units, 4 levels of below grade parking, a mechanical penthouse, and ofice and retail uses in podium. See also 19 265558 SA.
Address includes 191-201 Church St.",507,0.0,2022-11-29,20 188135,New Building,M5B,0,Inspection, ,CHURCH,191,ST,Mixed Use/Res w Non Res
49361,2020-09-01,2021-07-15,Proposal to construct a green roof over existing roof.,24,,2020-10-30,20 188179,Small Residential Projects,M6C,0,Closed, ,GLEN CEDAR,173,RD,SFD - Detached
49362,2020-09-11,,Proposed to construct a new 10 storey Mass Timber College Academic Building with 1 level below grade - BLOCK 3(GBC) and Bridge/Tunnel connections to Daphne Cockwell Building at 51 Dockside  - (See also Permit 20 233276 BLD 00 BA),810,0.0,2022-08-31,20 192670,New Building,   ,0,Inspection,E,QUEENS QUAY,185, ,College/Trade/Tech School/Training Cent.
49363,2020-09-15,,"Building B; Phase 1 - Proposal to construct a new 22 storey mixed use building with 262 residential purpose built rental units, commercial at grade and 3 levels of below grade parking. See also 17 278161 SA",531.5,,2022-01-06,20 193640,New Building,M4G,0,Inspection,E,EGLINTON,939,AVE,Mixed Use/Res w Non Res
49364,2020-09-21,2022-08-03,New Laneway / Rear Yard Suite sharing lot with new single family detached,45.97,,2021-03-31,20 196282,Small Residential Projects,M6G,0,Closed, ,HELENA,96,AVE,Laneway / Rear Yard Suite
49365,2020-09-22,,"Proposed to construct 3 Storey Building comprised of 3 sound stages for Media Production, two support workshops, and office. (phase 4 part of SPA)",2290,,2021-01-08,20 197292,New Building,M4M,0,Inspection, ,COMMISSIONERS,101,ST,Industrial
49366,2020-10-01,,Proposal to construct a 36 storey rental replacement building consisting of 412 Units together with 2 Levels of U/G Parking and shoring. Includes undergound parking and shoring for 110 Broadway Ave (2020 202777 BLD 00 NB).,561,,,20 201517,New Building,M4P,0,Examiner's Notice Sent, ,BROADWAY,100,AVE,Apartment Building
49367,2020-10-08,2021-06-02,"Proposal to reconstruct the greenroof and railings atop the detached garage.
See also 20 197559 WNP.",9.2,,2021-01-26,20 204636,Small Residential Projects,M4T,0,Closed,E,HEATH,308,ST,SFD - Detached
49368,2020-10-23,,"CROSSTOWN - BLOCK 1- Proposal to construct a new 9 storey commercial building with office, daycare, retail uses at grade and 3 levels of underground parking. Building will have a connection to the future Eglinton LRT Science Centre Station. See also 19 206988 SA",2452.9,0.0,,20 210040,New Building,M3C,0,Examiner's Notice Sent, ,DON MILLS,844,RD,Multiple Use/Non Residential
49369,2020-10-27,,Expansion of existing A Block Building on the campus.  The proposed 6 storey (17 m) institutional building will connect to the existing 3 storey building.,410.25,,2022-02-07,20 211586,New Building,M1G,0,Inspection, ,PROGRESS,941,AVE,College/Trade/Tech School/Training Cent.
49370,2020-10-29,,"Proposal to construct a new 11 storey mixed use building with 187 residential units, ground floor retail and 2 levels of below grade parking. See also BA18- 263150 stand alone shoring
 SA, 20 208250 WNP, 20 211651 SWO.",895.4,0.0,,20 212663,New Building,M8Z,0,Under Review , ,THE QUEENSWAY,859, ,Mixed Use/Res w Non Res
49371,2020-11-09,,"Proposal to construct a new 10 storey mixed-use building with 142 residential units, 3.5 levels of underground parking and 3 commercial units at grade. ",183.39,0.0,2022-06-16,20 216364,New Building,M8Z,0,Inspection, ,THE QUEENSWAY,1197, ,Mixed Use/Res w Non Res
49372,2020-11-09,,"Proposal to construct a new 2 storey car dealership with sales, service, offices and 3 levels of below grade parking. See also 19 216670 SA. New address will 5868 Yonge St,.",265,0.0,,20 216603,New Building,M2M,0,Examiner's Notice Sent, ,YONGE,5868-5870,ST,Car Dealership
49373,2020-11-16,,Proposal to construct a new 6 storey office building on Block 3A,730.8,0.0,2022-10-14,20 218744,New Building,   ,0,Permit Issued, ,STERLING,150,RD,Multiple Use/Non Residential
49374,2020-11-16,,"Proposal to construct a 8 storey mix use office building  5 A, private road and associated site improvements.","1,408.4",0.0,2022-09-28,20 218858,New Building,   ,0,Inspection, ,STERLING,150,RD,Multiple Use/Non Residential
49375,2020-11-18,,Proposal to construct a 34-storey mixed-use building inclusive of a 10-storey podium and 2 levels of below grade parking.  The proposal will include 489 residential units and 216 m² of non-residential gross floor area.,827.7,0.0,,20 219657,New Building,M5B,0,Under Review , ,JARVIS,308,ST,Mixed Use/Res w Non Res
49376,2020-11-27,,Proposed new two storey dwelling with attached garage.,447,,2021-01-29,20 223507,New Houses,M2M,0,Permit Issued, ,MAXOME,132,AVE,SFD - Detached
49377,2020-12-01,,"Proposed new construction of 8 storey mixed use building with 57 dwelling units of which 13 are rental units, retail at grade and 3 levels of below grade parking.",151.019,,,20 224604,New Building,M4G,0,Examiner's Notice Sent, ,BAYVIEW,1414,AVE,Mixed Use/Res w Non Res
49378,2020-12-01,,"Construct a new 6 storey apartment building with 23 rental units and 31 market units, 2 levels of underground parking garage (Phase 1 of  2)",282.1,0.0,2022-01-27,20 224608,New Building,M5P,0,Inspection, ,BATHURST,2000,ST,Apartment Building
49379,2020-12-08,,"Proposal for the construction of a new 11 storey mixed use building incuding a 7 storey hotel, 3 storey office space, retail at ground floor, and two levels of underground parking on site, adjacent to an existing hotel. See BA 20-182751 for ""Proposed shoring and excavation for remediation purpose""
See AS 21-126229 and AS 21-124225",1256.5,0.0,2021-10-21,20 227020,New Building,M9W,0,Inspection, ,DIXON,600,RD,Mixed Use/Res w Non Res
49380,2020-12-08,,"LEAD - Construct a 31 storey tower with 565 residential units, a 6 level podium with mixed retail on the ground floor and a 5 storey underground parking garage  - Tower B - Block 15
",1580,0.0,,20 227069,New Building,M2K,0,Examiner's Notice Sent,E,SHEPPARD,1001,AVE,Apartment Building
49381,2020-12-10,,Proposal to construct a 20 storey residential building with 3 levels of below grade parking.,91.3,0.0,,20 227778,New Building,M5R,0,Under Review , ,AVENUE,89,RD,Apartment Building
49382,2020-12-17,,"Proposal to construct a 6 storey addition to existing Woodsworth College - University of Toronto
See also 19 226746 SA.",460,0.0,,20 229988,Building Additions/Alterations,M5S,0,Examiner's Notice Sent, ,ST GEORGE,117,ST,University
49383,2020-12-17,,"Proposal to construct a new 5 storey institutional building, Student Instructional Centre 2 for the University of Toronto, Scarborough Campus. See also 20 145777 SA.",3000,,,20 230161,New Building,   ,0,Examiner's Notice Sent, ,MILITARY,1050,TRL,University
